TS%,eFG%,TO%,OREB%,DREB%,FTR,3PAr,AST/TO,STL%,BLK%,PointsPerPoss,AdjO,AdjD,Team2_TS%,Team2_eFG%,Team2_TO%,Team2_OREB%,Team2_DREB%,Team2_FTR,Team2_3PAr,Team2_AST/TO,Team2_STL%,Team2_BLK%,Team2_PointsPerPoss,Team2_AdjO,Team2_AdjD
0.6328944362786003,0.5917278804793965,0.1283439712879946,0.3659040133076153,0.7565393883352788,0.3880519406512732,0.4519707806115758,2.693899991684986,0.1021513240863631,0.0436316527166526,84.98869788322293,84.50972455446917,84.50972455446917,0.5455664919745928,0.5113755273014924,0.1906502099919649,0.3461329764020233,0.6970612319900696,0.4210832334015295,0.2775962116141254,1.5035894414208035,0.1497965935651153,0.0654747481482379,77.3205548750985,77.77109787535271,77.77109787535271
0.6240788368054213,0.5890466626769367,0.1538926701084381,0.2629486516511675,0.7216410364892494,0.3817316458325068,0.3828536175133957,1.308739345254919,0.0691401851211823,0.0406201546764097,76.84671592545445,76.44652842772656,76.44652842772656,0.573983535501131,0.5352059853819054,0.2042053825388942,0.3167131531861406,0.6318091237033767,0.3718432525648986,0.4244776483738446,1.264184466861248,0.0694719342658094,0.0442514100850538,76.97804372670988,77.42769696528005,77.42769696528005
0.5197346700256678,0.4722232843758639,0.1306220441788098,0.3027342564432411,0.7488042586401947,0.3777762818027052,0.335975915329936,2.162522041153091,0.1074471653728919,0.0787839740056386,73.86938822232594,73.49627004046872,73.49627004046872,0.5304220860175997,0.4895300916866378,0.1634815611699863,0.3318838010555116,0.6757264848470349,0.4295577100976698,0.3409549982916803,1.0253588639929212,0.0735667025264938,0.0310859709376939,65.82835117333892,66.24366500979639,66.24366500979639
0.4974393697651439,0.4487259241440337,0.1825236874746552,0.3004856769788023,0.6457636691042963,0.2573098494960409,0.3442513588137584,0.9993367242518332,0.0850110325224421,0.0768249058405913,65.97744450426073,65.67156794580512,65.67156794580512,0.5519262384026123,0.5137743094436609,0.170064277244181,0.276813251639174,0.7547545347063654,0.3276364181968909,0.4229930635497625,1.0027952426596998,0.0643932700244957,0.0259862429382867,82.64432429378745,83.6786337973474,83.6786337973474
0.6030863606991194,0.5676385573683793,0.1897330088161173,0.3015307095571159,0.7544277457300196,0.2564630738547588,0.5280469626074458,1.1697667135892156,0.1032723972037094,0.055135519914884,80.19751185690548,79.7657445743946,79.7657445743946,0.5674729156352856,0.5318785353225401,0.2069893162908317,0.3595673248892832,0.6571800511154315,0.430487551356636,0.2913096230798345,1.1910216109083038,0.0881621161979468,0.0628770710958986,70.73511768286725,71.1668286549308,71.1668286549308
0.6042220742328147,0.555149747823321,0.1620107453235435,0.3553941195868124,0.7572887716588569,0.3556911982254122,0.3672966723540453,1.712925843101255,0.0601007603619597,0.0626278120841037,77.45975437695193,77.05387751142052,77.05387751142052,0.5113128688996104,0.4619965339929682,0.2099786529085192,0.3108463797603658,0.7459566092608578,0.3140360125720835,0.277819449662861,0.8783530308664672,0.0651657888336783,0.0777510403326412,66.92742940221612,67.34659162826634,67.34659162826634
0.5510864587748666,0.5253682257328934,0.1264365906584204,0.2949266997983383,0.6658070830636197,0.2033436301250602,0.4058971443439064,2.662230496940898,0.0921933473550982,0.031156338920686,73.19081963083384,72.82374042532172,72.82374042532172,0.5558231447706091,0.509018423221514,0.242821156424131,0.3735002973872526,0.6789177295950766,0.4557054617013324,0.2867797648951258,0.8927692940563193,0.1090217437006302,0.0811577941108765,70.24994680742721,70.68012645609089,70.68012645609089
0.5966952932135174,0.5649838112211669,0.1496685847391142,0.3342854396807873,0.7265525527788976,0.3269240736603793,0.4730929863834332,2.6205653493176677,0.0892759979145593,0.1013213356719414,76.80297166537372,76.40318863014153,76.40318863014153,0.5502178539241008,0.4905673100642641,0.1949235433913329,0.3272292899111587,0.5988322759287964,0.4735926063769223,0.2910294595030404,0.912697431781016,0.0962280783830631,0.1087240321665419,71.93064134894172,72.36604140998975,72.36604140998975
0.6191636611851169,0.5839006079758141,0.1825191413702901,0.3668421440280432,0.7109165683089951,0.3600405050268536,0.4086820374176769,1.6066408164993584,0.0760496422376209,0.0952380080825515,80.17756522666484,79.74598942592702,79.74598942592702,0.4466380353237976,0.397349596443881,0.2392966168798022,0.3181175148164102,0.6585639739299987,0.4180238132213432,0.2855429036270284,0.6143633701072914,0.0847508851449299,0.0298496437529657,56.28043503039189,56.65805268011161,56.65805268011161
0.6108632850285113,0.5773178559605581,0.1322808109646693,0.3123139811915094,0.6577582585864452,0.2788871002364498,0.4463933940108103,1.9768815318984692,0.0938767045555717,0.0727004907181447,83.58728176715812,83.1223659400327,83.1223659400327,0.5405911970974808,0.5094682512240917,0.2056209122602743,0.283197214873114,0.6857308305841284,0.3777692890587649,0.355911009463724,1.0069489898091593,0.0920398369165037,0.0999545881825667,64.01624256070377,64.42499005316044,64.42499005316044
