Season,QuarterID,TeamID,TS%,eFG%,TO%,OREB%,DREB%,FTR,3PAr,AST/TO,STL%,BLK%,PointsPerPoss,AdjO,AdjD
2010,1,1143,0.5541205107232465,0.5162362587855006,0.17727268921046097,0.35411677481237247,0.7362426833094243,0.32574479764035014,0.28792626380430225,1.235193102866585,0.07547253104999822,0.04476813632894748,79.03544950850942,79.49029938541848,79.49029938541848
2010,1,1293,0.5833759819285341,0.5600004869646102,0.2041293544872764,0.3534540279709517,0.6869003715468921,0.38693376617944025,0.32877856302052283,1.179204309902139,0.14580668177662598,0.0953584225936786,76.38274843414979,76.83083181933532,76.83083181933532
2010,1,1314,0.5766227708694502,0.5500327443456826,0.22577485848797504,0.4101487177180471,0.6821925737219214,0.4013470332677057,0.21069165282493432,1.2643961164685302,0.10409100618601447,0.09771588999389968,82.57804339048256,83.04100900863588,83.04100900863588
2010,1,1198,0.4786013588700907,0.4333671451610809,0.18698372297803692,0.29649082606675714,0.6665944971002004,0.3297281171431327,0.33078942412581497,0.9499844578389667,0.12517092199356192,0.02716684145306424,67.24129566686229,67.66153828268575,67.66153828268575
2010,1,1326,0.6262550816380059,0.6088620215178947,0.15417444724271218,0.3389717745919837,0.6990579701282107,0.35961798627350205,0.4019551327701747,1.9810427828095254,0.12582052591071913,0.10045077204228467,88.08991780474771,88.56341701873903,88.56341701873903
2010,1,1108,0.43664143734658445,0.3882770032718945,0.2766522810988472,0.27275576370446974,0.6122573310285965,0.35621166586367287,0.24192350910243596,0.4157772560288011,0.08273713079591692,0.055899412960286554,58.880829653198056,59.26947180907883,59.26947180907883
2010,1,1393,0.6431135287881691,0.6303870763701535,0.20544899612531878,0.3175544325984388,0.6715720271736666,0.32996785624009384,0.3562056353966474,1.603546014088689,0.1858824250657646,0.14276024944436463,90.46017794361622,90.9374231681522,90.9374231681522
2010,1,1107,0.5001411317915315,0.46264170092630913,0.27446956118091903,0.35333193518544453,0.6606456436038896,0.30222630693827,0.31585453142949305,0.675017856778713,0.10147056504264279,0.06000099480335938,60.296637750693804,60.69104376543952,60.69104376543952
2010,1,1178,0.5536746438015643,0.5099405574870522,0.2344419645357501,0.34684698338820363,0.65693397652205,0.5629291108639608,0.289998827652237,0.8346348778059164,0.11808928584022968,0.05268716924693952,72.83069038977129,73.26878865681819,73.26878865681819
2010,1,1300,0.4626999177917547,0.42605990017263845,0.25595639716589436,0.292930891426173,0.6099869446792332,0.2402625286089893,0.24395995979911994,0.6741202097331834,0.12384986959640051,0.043539779231560306,58.35509486594705,58.74155389746589,58.74155389746589
2010,1,1352,0.4932694374629959,0.46508687656693637,0.20311501083667574,0.3564230624063682,0.6573858204094287,0.3223330471919957,0.3184562700504338,1.0773147556359937,0.130717581231524,0.025416636398741713,70.40182474693978,70.83248588471112,70.83248588471112
2010,1,1301,0.5491847520065422,0.5094262160573408,0.20827381831247407,0.32539381276484236,0.6531116757664366,0.4610752920287352,0.29496003991792646,1.1762798037584008,0.12186234050197951,0.10928967179974863,65.76576851515532,66.18086017058322,66.18086017058322
2010,1,1209,0.4861291017201183,0.4463313872995563,0.2557336860320507,0.3633168782976964,0.6744410024391708,0.3609165145804479,0.26089555166028255,0.6705195465525934,0.11803093201479263,0.06127129640725299,57.857439861753186,58.24181100610779,58.24181100610779
2010,1,1241,0.4883321808080533,0.4511199674088654,0.22371750447536373,0.27031403199900406,0.6390368826454759,0.30220104945570414,0.42004348198265995,0.9151789435867564,0.09680084328260931,0.08637525976810999,59.82233970005457,60.214833545377516,60.214833545377516
2010,1,1111,0.559456426157349,0.507088640523492,0.23974388823577988,0.3342737963158535,0.7061954933529865,0.43254194586959555,0.354861420305203,0.8817729110193677,0.08990395808841746,0.056943352266111,73.09541895594629,73.53429790263205,73.53429790263205
2010,1,1423,0.5634004542228972,0.5333971635169711,0.23915377219752992,0.35821065962424464,0.6273311556935387,0.35706137608616584,0.30134088893966193,0.9528298851383459,0.08029980672325822,0.09601639134568737,76.81735956963945,77.26659199752173,77.26659199752173
2010,1,1113,0.62574913878502,0.5914062304603839,0.1951430888466032,0.3359820361464552,0.6260646964547353,0.5014185602382417,0.3791177339975701,1.3278767809991776,0.12271884968703912,0.03697839079090069,74.66788631685023,75.11128125147737,75.11128125147737
2010,1,1442,0.4602380038504202,0.4203614433071846,0.1945253228471373,0.22515280800031018,0.5699069643991805,0.3281627507347186,0.2422143141636051,0.9150824102109832,0.11458340934831375,0.0910862214233993,53.37103077791128,53.73564139915746,53.73564139915746
2010,1,1116,0.5727699899680299,0.5275772826062144,0.1829479257751892,0.2909979687715554,0.6435563171637266,0.548228363889246,0.3221068604425161,1.3335243430226535,0.08648447400281671,0.06306882862005114,83.92755829164814,84.39333856894123,84.39333856894123
2010,1,1120,0.525343823054762,0.4909509406429682,0.223977592772091,0.35744054547789283,0.6695260585486956,0.38760325049012234,0.4129759429435755,0.9086799195542327,0.13955526934261053,0.056399232963264295,72.86943521667493,73.30764810879604,73.30764810879604
2010,1,1310,0.5209897183840428,0.48407324588031325,0.1846841282420564,0.34012953990206557,0.6450049810617049,0.3485141898758746,0.40549172391437305,1.130393492698039,0.11116908690298541,0.08176454738799269,72.90691399735705,73.34523764916355,73.34523764916355
2010,1,1123,0.49698962789776624,0.4406866994826544,0.2385861137406721,0.3635583580636275,0.6859189319562926,0.6399519139872163,0.2296851003923344,0.8110892448228681,0.08382755347645235,0.07914265212452913,58.912841964726006,59.30161630338059,59.30161630338059
2010,1,1434,0.5559729374960767,0.5161259247183236,0.17974072332896354,0.2889015355921302,0.6096077827566296,0.33889832691079114,0.36613215483584677,1.37270468247249,0.12941332079685375,0.02197534239281995,74.8545119444957,75.29842907983232,75.29842907983232
2010,1,1124,0.5614294409080065,0.5389728621107033,0.21743040341496658,0.38179346062557307,0.7321349454837809,0.3843169915780852,0.32676240519573646,1.0021771775864128,0.08611105085741251,0.10441055739938812,71.7218160520971,72.1565803737575,72.1565803737575
2010,1,1313,0.5103959022255299,0.48545985737990466,0.2414411688227629,0.3031646042211364,0.6565539189189837,0.3505132610373641,0.3116451193060089,0.7256748887876674,0.08390508703769774,0.04666261106616263,67.43807697824447,67.85899273893695,67.85899273893695
2010,1,1125,0.5853038682115745,0.5506081300831496,0.2195834845328163,0.3579070659544021,0.6324198939352159,0.47798640293182826,0.3901615389014956,1.104136286771964,0.08299218313051325,0.044540492390699536,79.47722095594636,79.93314035339458,79.93314035339458
2010,1,1340,0.6255822076928663,0.6006105830867613,0.22582399044340676,0.2692837849212031,0.5796078745572337,0.3326631755464598,0.3686092614793942,0.8510955515617564,0.06063792335980367,0.0677269765751235,75.91265495060206,76.35947764246552,76.35947764246552
2010,1,1129,0.5595907972200119,0.5102941672393665,0.22468742869242414,0.339047123480125,0.6732226257138882,0.36888463672465605,0.2544826781989387,0.9775704925816547,0.11043958359458136,0.07626092745736185,77.94138564960127,78.39351633023703,78.39351633023703
2010,1,1258,0.5353493595852294,0.4967077392233264,0.20712746665872495,0.38954410444225257,0.6782681079513465,0.33820961684852713,0.23741960770360745,1.0311325558201139,0.11070605976587024,0.07136811086052895,74.89955889328581,75.34360163755358,75.34360163755358
